timestamp,open,high,low,close,volume
2026-03-07 09:00:00,24500.0,24504.67971302942,24485.679047826587,24500.0,1003617
2026-03-07 09:01:00,24503.89585707991,24505.540510195457,24489.57481607367,24503.89585707991,1105555
2026-03-07 09:02:00,24503.124507937526,24511.11166442892,24493.985486810874,24503.124507937526,2793406
2026-03-07 09:03:00,24508.130681213785,24514.031200072885,24499.723346413746,24508.130681213785,1405246
2026-03-07 09:04:00,24519.573779162158,24526.677715025235,24513.53803626425,24519.573779162158,990353
2026-03-07 09:05:00,24518.096612881738,24521.647482869204,24515.205245408997,24518.096612881738,415151
2026-03-07 09:06:00,24516.61966440191,24517.516173684606,24510.92329470606,24516.61966440191,1266588
2026-03-07 09:07:00,24528.47997494632,24533.43245888115,24527.01648948691,24528.47997494632,1402608
2026-03-07 09:08:00,24534.372526360232,24538.57102420992,24534.162417410542,24534.372526360232,1041656
2026-03-07 09:09:00,24531.16246467746,24547.71804593145,24525.262298016667,24531.16246467746,475825
2026-03-07 09:10:00,24535.400745341492,24538.019768250757,24535.14873977404,24535.400745341492,1102790
2026-03-07 09:11:00,24532.235146200368,24533.147049303152,24529.601502990885,24532.235146200368,459362
2026-03-07 09:12:00,24529.052947517,24535.457948529434,24528.463547536696,24529.052947517,950744
2026-03-07 09:13:00,24531.0788741861,24536.822426594517,24515.84965373914,24531.0788741861,1089869
2026-03-07 09:14:00,24517.243848934027,24521.837752764637,24516.908851437936,24517.243848934027,515083
2026-03-07 09:15:00,24504.802072573464,24509.82440609656,24500.400197855568,24504.802072573464,1164878
2026-03-07 09:16:00,24500.913625739926,24502.2161429772,24494.601312555835,24500.913625739926,840782
2026-03-07 09:17:00,24493.714185050765,24496.667661163963,24490.399914366997,24493.714185050765,848259
2026-03-07 09:18:00,24496.26839198607,24499.67230036702,24493.32632292092,24496.26839198607,382676
2026-03-07 09:19:00,24489.84054668699,24497.89882760645,24482.046745273314,24489.84054668699,1607163
2026-03-07 09:20:00,24479.70947776898,24487.6661042819,24469.28732833553,24479.70947776898,1827983
2026-03-07 09:21:00,24490.718040038693,24493.60732657746,24487.045138158344,24490.718040038693,2559633
2026-03-07 09:22:00,24489.304296396367,24494.395555066174,24488.88839410051,24489.304296396367,1438402
2026-03-07 09:23:00,24490.04548928056,24494.429250288224,24479.2764774459,24490.04548928056,2701397
2026-03-07 09:24:00,24479.82293749483,24480.521560507234,24475.08739686143,24479.82293749483,1377524
2026-03-07 09:25:00,24476.070017937916,24476.74313353262,24473.841340529838,24476.070017937916,1928629
2026-03-07 09:26:00,24477.129471271477,24495.931268203236,24469.090679570712,24477.129471271477,930594
2026-03-07 09:27:00,24468.922552705837,24469.624332911655,24467.778369655083,24468.922552705837,2642309
2026-03-07 09:28:00,24471.925343288294,24473.774971384963,24453.392875056114,24471.925343288294,430061
2026-03-07 09:29:00,24467.76065847503,24469.416790695213,24465.595040039618,24467.76065847503,853217
2026-03-07 09:30:00,24465.86444754062,24470.568759419213,24463.44279747546,24465.86444754062,687217
2026-03-07 09:31:00,24461.692971590608,24466.35599878503,24452.36524236646,24461.692971590608,1772663
2026-03-07 09:32:00,24475.530801521065,24478.398405384305,24471.704490567172,24475.530801521065,2553470
2026-03-07 09:33:00,24475.676714014517,24483.522902829896,24474.056853985734,24475.676714014517,624876
2026-03-07 09:34:00,24468.155284026652,24471.21475881623,24467.362704568543,24468.155284026652,1134745
2026-03-07 09:35:00,24474.438090788186,24482.594182438723,24472.453832200947,24474.438090788186,481625
2026-03-07 09:36:00,24465.71928241585,24472.890933011488,24452.100566711826,24465.71928241585,1346585
2026-03-07 09:37:00,24467.497232689122,24469.981005918187,24463.495279928324,24467.497232689122,2338019
2026-03-07 09:38:00,24453.357742007487,24457.106746652327,24453.098974406377,24453.357742007487,381999
2026-03-07 09:39:00,24443.859002021407,24447.350931100984,24435.236810099253,24443.859002021407,524828
2026-03-07 09:40:00,24445.547371767185,24446.603909279904,24440.563014871976,24445.547371767185,1565117
2026-03-07 09:41:00,24451.207817468472,24455.307154711863,24445.100623044094,24451.207817468472,1462157
2026-03-07 09:42:00,24452.709709891507,24458.106767619334,24442.978680320386,24452.709709891507,1142656
2026-03-07 09:43:00,24452.106202321025,24456.842883469006,24445.377293324218,24452.106202321025,352861
2026-03-07 09:44:00,24450.142284581878,24456.472689452647,24438.883465742325,24450.142284581878,1216220
2026-03-07 09:45:00,24439.542118699002,24446.379042108747,24437.676785603493,24439.542118699002,1775202
2026-03-07 09:46:00,24434.5090773904,24446.731662707665,24428.100463727813,24434.5090773904,772848
2026-03-07 09:47:00,24431.37714743406,24444.549187629043,24427.611953162348,24431.37714743406,829781
2026-03-07 09:48:00,24439.369923840284,24443.33164471664,24430.265931787406,24439.369923840284,707863
